Timestep,Reward
0,-0.04850646539755399
1,0.02306823216950815
2,0.35516351294370296
3,0.7293435696822997
4,1.0297408531717855
5,1.2351661739443167
6,1.3583557683729885
7,1.4272534851241387
8,1.4638204416173188
9,1.4824675993794625
10,1.4916832913255722
11,1.4306747584878743
12,1.215075162753056
13,0.5667029732902557
14,1.0152782811085796
15,1.040265262378915
16,1.1003059749493216
17,1.180714537532115
18,1.2571006946673053
19,1.3304123298112793
20,0.40595964727759104
21,1.327488874542186
22,1.3164431154528142
23,1.3191577400667474
24,1.2988554248975963
25,1.3041250450068256
26,1.3208421134794053
27,1.3604054409171094
28,1.4024506842851177
29,1.4314433746330435
30,0.6958926085479008
31,1.2766679223781288
32,0.9208165794950021
33,0.8584614677661704
34,0.8566420327370341
35,0.9670130103585084
36,0.9702567905716737
37,0.9868846537086038
38,0.9754587227715104
39,0.9676414482593706
40,0.41679166247385746
41,1.3249654065929808
42,1.2984296826447752
43,1.2988493423002199
44,1.300298125216381
45,1.3119708945728845
46,1.3357083505286327
47,1.362551407789507
48,1.3912326051152357
49,1.4217221167524103
50,0.6961022742834565
51,-0.04514430311175155
52,0.10985583966677015
53,1.2487879789578353
54,0.8473091571935913
55,-0.07566551307920166
56,-0.2603747760885595
57,-0.09226411897638465
58,0.08806907133366404
59,0.39399398717563705
60,0.3800766814282053
61,-0.353517253494827
62,-0.09855023813339892
63,0.6340525362552449
64,0.5268006232851743
65,1.377023497150842
66,0.8021829123061187
67,0.7210396883325088
68,1.1308355420622005
69,0.5985134991909782
70,1.3768213443915627
71,1.2764829568025473
72,1.2808581142224127
73,1.335139246415384
74,1.392225651354835
75,1.4362542615119538
76,1.4648612487895865
77,1.4814713703117224
78,1.4905752072816199
79,1.495346537003955
80,1.4977562336510974
81,1.2555444773831703
82,1.211350240781545
83,1.1152544866720335
84,1.057913543648223
85,1.0218789959535144
86,1.079059285366884
87,1.183463148105878
88,1.248920907419229
89,1.3243134548665936
90,0.8174214537492144
91,0.9211448791197678
92,0.8719223663452438
93,0.8095188947435424
94,0.8199008948180695
95,0.8455656347136277
96,0.8797630313883005
97,0.9103186159701979
98,0.9455729460258779
99,0.969427455280941
100,0.8144901415316343
101,1.3208998431317123
102,1.4211434950613824
103,1.3551553459963726
104,1.3796971084884453
105,1.4354543908735669
106,1.463179085902028
107,1.4693289915617103
108,1.4737443287939778
109,1.4711977244710501
110,0.863487413365455
111,1.0125113122956582
112,1.3799828554628415
113,1.3410288223579923
114,1.2785203932271596
115,1.2977605516961344
116,0.8857659181785079
117,0.9427272736194902
118,0.9643978029921846
119,0.9737006576184872
120,0.9355150026349507
121,1.3931041390801673
122,1.3041105042354104
123,1.225620463495317
124,1.2048239018009645
125,1.252798920695499
126,1.3017765134584147
127,1.3445987422902281
128,1.3814144670763515
129,1.4117566248187832
130,0.7061548646108028
131,0.7881360873249263
132,0.5260482559865114
133,0.8565282187827438
134,0.9608355419534653
135,0.8638518249137942
136,0.7851407232776272
137,0.7121277916110456
138,0.7012509225851231
139,0.7668608152869318
140,1.0384459677268945
141,1.1546844006705588
142,1.3667368964426605
143,1.2677229435231587
144,1.2296849300890138
145,1.2156215484464095
